release_date,movie,genres,vote_count,num_votes,vote_average,popularity,average_rating,domestic_box_office,production_budget,rio_percentage,opening_weekend_box_office,multiplier,max_theatre_count,distributor,primary_name,primary_profession
2016-06-03,popstar never stop never stopping,"comedy,music",675,47278,6.6,11.8,6.7,9496130,20000000,47,4698715,2.0,2313,Universal,Jorma Taccone,"writer,actor,soundtrack"
2016-10-21,ouija origin of evil,"drama,horror,mystery",1416,47099,6.0,11.8,6.1,35144505,9000000,390,14065500,2.5,3168,Universal,Stiles White,"special_effects,writer,producer"
2016-06-14,the neon demon,"horror,thriller",2005,72359,6.6,11.8,6.2,1333124,7500000,17,589014,2.3,783,Broad Gre…,Nicolas Winding Refn,"writer,director,producer"
2016-07-08,mike and dave need wedding dates,"adventure,comedy,romance",1552,74849,6.0,11.7,6.0,46009673,33000000,139,16628170,2.8,3008,20th Cent…,Andrew Jay Cohen,"writer,producer,director"
2016-11-18,the edge of seventeen,"comedy,drama",2224,87602,7.2,11.5,7.3,14431633,9000000,160,4754215,3.0,1945,STX Enter…,Kelly Fremon Craig,"writer,director,producer"
2016-02-26,eddie the eagle,"biography,comedy,drama",1190,75331,7.2,11.5,7.4,15789389,23000000,68,6084682,2.6,2044,20th Cent…,Simon Kelton,"producer,writer,miscellaneous"
2016-04-08,the boss,comedy,822,39096,5.8,11.4,5.4,63077560,29000000,217,23586645,2.7,3495,Universal,Melissa McCarthy,"actress,producer,soundtrack"
2016-01-22,dirty grandpa,comedy,2667,101393,5.8,11.4,5.9,35593113,11500000,309,11111875,3.2,2912,Lionsgate,John Phillips,"actor,writer,producer"
2016-12-25,live by night,"action,crime,drama",759,47243,6.2,11.3,6.4,10378555,65000000,15,33336,311.3,2822,Warner Bros.,Ben Affleck,"producer,actor,writer"
2016-05-13,money monster,"crime,drama,thriller",1859,86607,6.4,11.1,6.5,41012075,27000000,151,14788157,2.8,3104,Sony Pict…,Alan DiFiore,"writer,producer,actor"
2017-04-21,the lost city of z,"adventure,biography,drama",1397,66475,6.2,11.0,6.6,8574339,30000000,28,110175,77.8,866,Bleecker …,James Gray,"director,writer,producer"
2016-12-09,office christmas party,comedy,1191,59253,5.6,10.7,5.8,54767494,45000000,121,16890204,3.2,3210,Paramount…,Timothy Dowling,"actor,writer,miscellaneous"
2016-08-19,war dogs,"comedy,crime,drama",2387,154029,6.8,10.7,7.1,43034523,50000000,86,14685305,2.9,3258,Warner Bros.,Stephen Chin,"writer,producer"
2016-12-23,silence,"adventure,drama,history",1560,85242,7.1,10.6,7.2,7100177,46500000,15,130880,54.2,1580,Paramount…,Martin Scorsese,"producer,director,actor"
2016-11-11,shut in,"drama,mystery,thriller",374,11030,5.2,10.5,4.7,6900335,10000000,69,3613567,1.9,2058,EuropaCorp,Christina Hodson,writer
2016-02-12,how to be single,"comedy,drama,romance",2036,74329,6.1,10.3,6.1,46843513,37000000,126,17878911,2.6,3357,Warner Bros.,Abby Kohn,"writer,producer,director"
2016-03-17,the belko experiment,"horror,thriller",757,38378,6.1,10.1,6.1,10166820,5000000,203,4137230,2.5,1341,BH Tilt,James Gunn,"writer,producer,director"
2016-08-19,ben-hur,"action,adventure,drama",1068,37975,5.6,10.1,5.7,26410477,95000000,27,11203815,2.4,3084,Paramount…,Keith R. Clarke,"writer,producer,director"
2016-02-18,risen,"action,adventure,drama",433,22813,5.8,10.1,6.3,36880033,20000000,184,11801271,3.1,2915,Sony Pict…,Kevin Reynolds,"director,writer,assistant_director"
2016-03-18,miracles from heaven,"biography,drama,family",478,17734,7.1,10.1,7.1,61705123,13000000,474,14812393,4.2,3155,Sony Pict…,Randy Brown,writer
2016-12-21,dangal,"action,biography,drama",358,123638,8.1,10.0,8.5,12391761,9500000,130,3248481,3.8,338,UTV Commu…,Nitesh Tiwari,"writer,director,music_department"
2016-06-24,swiss army man,"adventure,comedy,drama",1789,91736,6.9,10.0,7.0,4210454,3000000,140,105453,39.9,636,A24,Daniel Scheinert,"director,miscellaneous,actor"
2016-07-08,the secret life of pets,"adventure,animation,comedy",5374,161997,6.1,9.9,6.5,368384330,75000000,491,104352905,3.5,4381,Universal,Ken Daurio,"writer,director,producer"
2016-09-16,blair witch,"horror,mystery,thriller",1094,36867,5.0,9.8,5.0,20777061,10000000,207,9576057,2.2,3121,Lionsgate,Simon Barrett,"writer,actor,producer"
2016-01-15,norm of the north,"adventure,animation,comedy",192,7951,4.2,9.3,3.6,17062499,18000000,94,6844137,2.5,2411,Lionsgate,Daniel Altiere,"writer,producer"
2016-09-30,denial,documentary,349,25,6.7,9.3,7.4,4073448,10000000,40,93728,43.5,648,Bleecker …,Aaron Woolf,"producer,director,writer"
2016-02-05,pride and prejudice and zombies,"action,comedy,horror",1195,46187,5.7,9.1,5.8,10907291,28000000,38,5324240,2.0,2931,Sony Pict…,Jane Austen,writer
2016-03-11,the other side of the door,drama,470,5,5.3,9.1,3.8,3000342,5000000,60,1211210,2.5,585,20th Cent…,Ira Farmer,"producer,director,writer"
2016-04-29,keanu,"action,comedy,crime",644,41560,6.0,9.0,6.3,20591853,15000000,137,9453224,2.2,2681,Warner Bros.,Jordan Peele,"actor,writer,producer"
2016-01-29,jane got a gun,"action,drama,western",439,19051,5.5,8.8,5.9,1513793,25000000,6,835572,1.8,1210,Weinstein…,Joel Edgerton,"actor,writer,producer"
2016-12-02,jackie,"biography,drama,history",1420,66008,6.4,8.8,6.7,13960394,9000000,155,278715,50.1,508,Fox Searc…,Noah Oppenheim,"producer,writer"
2016-01-29,fifty shades of black,comedy,677,17189,4.4,8.8,3.5,11686940,5000000,233,5900528,2.0,2075,Open Road,Marlon Wayans,"actor,writer,producer"
2016-09-30,american honey,"adventure,drama,romance",417,31663,6.7,8.8,7.0,663247,3500000,18,71203,9.3,135,A24,Andrea Arnold,"actress,writer,director"
2016-03-18,midnight special,"action,drama,mystery",1105,67921,6.3,8.7,6.6,3712282,18000000,20,190012,19.5,521,Warner Bros.,Jeff Nichols,"writer,director,producer"
2016-06-24,free state of jones,"action,biography,drama",787,45135,6.6,8.6,6.9,20810036,50000000,41,7572206,2.7,2815,STX Enter…,Gary Ross,"writer,producer,director"
2016-03-04,whiskey tango foxtrot,"biography,comedy,drama",596,46265,6.2,8.6,6.6,23083334,35000000,65,7450275,3.1,2413,Paramount…,Robert Carlock,"producer,writer,miscellaneous"
2016-10-07,middle school the worst years of my life,"comedy,family",190,6413,7.0,8.5,6.1,20007149,8500000,235,6878437,2.9,2822,Lionsgate,Chris Bowman,"writer,director,producer"
2016-05-13,the darkness,"horror,thriller",347,12435,4.8,8.4,4.4,10753574,4000000,268,4950859,2.2,1769,High Top …,Greg McLean,"writer,producer,director"
2016-11-04,bleed for this,"biography,drama,sport",405,21946,6.9,8.3,6.8,5083906,16000000,31,2366810,2.1,1549,Open Road,Angelo Pizzo,"writer,producer,assistant_director"
2016-10-07,the birth of a nation,"biography,drama,history",328,18442,6.5,8.2,6.4,15861566,10000000,158,7004254,2.3,2105,Fox Searc…,Nate Parker,"actor,producer,writer"
2016-09-23,it,"horror,thriller",348,359123,5.3,8.1,7.4,328828874,35000000,939,123403419,2.7,4148,Warner Bros.,Stephen King,"writer,producer,actor"
2017-09-08,it,"horror,thriller",10931,359123,7.2,14.0,7.4,328828874,35000000,939,123403419,2.7,4148,Warner Bros.,Stephen King,"writer,producer,actor"
2016-09-09,when the bough breaks,"crime,drama,horror",150,4729,5.3,8.1,5.1,29747603,10000000,297,14202323,2.1,2246,Sony Pict…,Jack Olsen,"writer,producer"
2016-10-14,kevin hart what now,"comedy,documentary",159,8134,6.5,7.8,5.9,23591043,10000000,235,11767210,2.0,2567,Universal,Brian Buccellato,"actor,writer,director"
2016-04-22,the meddler,"comedy,drama,romance",186,10629,5.8,7.7,6.3,4267219,3200000,133,57022,74.8,464,Sony Pict…,Lorene Scafaria,"writer,actress,soundtrack"
2016-09-23,queen of katwe,"biography,drama,sport",225,13039,7.1,7.6,7.4,8874389,15000000,59,304933,29.1,1259,Walt Disney,William Wheeler,"producer,writer"
2016-12-09,the comedian,comedy,68,5875,5.6,7.4,5.7,1658706,15000000,11,1100000,1.5,848,Sony Pict…,Lewis Friedman,"writer,producer,soundtrack"
2016-12-02,incarnate,"horror,thriller",314,10217,5.2,7.1,5.3,4799774,5000000,95,2534884,1.9,1737,High Top …,Ronnie Christensen,"writer,director,producer"
2016-11-18,a street cat named bob,"biography,comedy,drama",500,23204,7.5,7.1,7.4,82703,8000000,1,35070,2.4,25,Cleopatra…,Tim John,"writer,director,producer"
2016-03-11,the perfect match,"comedy,romance",78,3052,5.5,6.9,4.9,9669521,5000000,193,4294232,2.3,925,Lionsgate,Gary Hardwick,"producer,writer,miscellaneous"
2016-03-30,everybody wants some,comedy,681,47632,6.4,6.8,7.0,3400278,10000000,34,312355,10.9,454,Paramount…,Richard Linklater,"producer,director,writer"
2016-03-25,my big fat greek wedding 2,"comedy,romance",593,25933,5.8,6.7,6.0,59689605,18000000,331,17861950,3.3,3179,Universal,Nia Vardalos,"actress,writer,producer"
2016-11-11,almost christmas,"comedy,drama",245,5212,5.6,6.5,6.1,42065185,17000000,247,15134235,2.8,2379,Universal,David E. Talbert,"writer,director,producer"
2016-09-09,the disappointments room,"drama,horror,thriller",272,8167,4.4,6.3,3.9,2423467,15000000,16,1402822,1.7,1554,Relativity,D.J. Caruso,"director,producer,writer"
2016-04-01,meet the blacks,"comedy,horror",139,34669,4.4,6.1,5.9,9097072,900000,1010,4055940,2.2,1015,Freestyle…,Nicole DeMasi,"producer,writer,miscellaneous"
2017-04-28,sleight,"action,drama,sci-fi",367,7074,5.3,5.7,5.9,3930990,250000,1572,1701785,2.3,591,High Top …,Alex Theurer,"editorial_department,producer,writer"
2016-03-11,the young messiah,"drama,fantasy",50,2882,6.1,5.5,5.6,6469813,16800000,38,3294876,2.0,1769,Focus Fea…,Betsy Giffen Nowrasteh,"writer,production_designer"
2017-05-12,lowriders,"adventure,crime,drama",46,1954,6.5,5.0,5.7,6179955,916000,674,2403885,2.6,365,BH Tilt,Cheo Hodari Coker,"producer,writer,miscellaneous"
2016-06-01,lowriders,"adventure,crime,drama",4,1954,6.0,1.4,5.7,6179955,916000,674,2403885,2.6,365,BH Tilt,Cheo Hodari Coker,"producer,writer,miscellaneous"
2016-01-22,the fits,"drama,music",66,4053,6.6,4.9,6.7,166425,170000,97,10602,15.7,20,Oscillosc…,Anna Rose Holmer,"camera_department,director,cinematographer"
2016-09-09,kicks,"adventure,drama",50,3789,6.6,4.0,6.3,150191,10000000,1,32111,4.7,65,Focus World,Justin Tipping,"director,writer,actor"
2016-02-26,the bounce back,"comedy,romance",31,492,6.1,2.5,5.0,321910,3000000,10,227354,1.4,615,Viva Ente…,Youssef Delara,"visual_effects,editor,director"
2016-08-26,greater,"biography,family,sport",37,3438,7.3,1.9,7.2,2000093,9000000,22,627974,3.2,340,Hammond E…,David L. Hunt,"producer,director,writer"
2016-04-15,night school,comedy,2,23501,7.0,0.6,5.6,77339130,29000000,266,27257615,2.8,3019,Universal,John Hamburg,"writer,director,producer"
2016-04-15,night school,comedy,2,23501,7.0,0.6,5.6,4663,29000000,0,1588,2.9,2,Oscillosc…,John Hamburg,"writer,director,producer"
2018-09-28,night school,comedy,775,23501,6.0,12.8,5.6,77339130,29000000,266,27257615,2.8,3019,Universal,John Hamburg,"writer,director,producer"
2018-09-28,night school,comedy,775,23501,6.0,12.8,5.6,4663,29000000,0,1588,2.9,2,Oscillosc…,John Hamburg,"writer,director,producer"
2016-09-16,thank you for your service,"biography,drama,war",1,10006,6.0,0.6,6.5,9479390,20000000,47,3817700,2.5,2083,Universal,Jason Hall,"actor,writer,producer"
2016-09-16,thank you for your service,"biography,drama,war",1,10006,6.0,0.6,6.5,21497,20000000,0,344,62.5,4,Gathr Films,Jason Hall,"actor,writer,producer"
2017-10-27,thank you for your service,"biography,drama,war",149,10006,6.3,8.2,6.5,9479390,20000000,47,3817700,2.5,2083,Universal,Jason Hall,"actor,writer,producer"
2017-10-27,thank you for your service,"biography,drama,war",149,10006,6.3,8.2,6.5,21497,20000000,0,344,62.5,4,Gathr Films,Jason Hall,"actor,writer,producer"
2016-01-24,mandy,"drama,thriller",2,39,3.5,0.6,4.1,1233694,6000000,20,225723,5.5,250,RLJ Enter…,Adam Vermillion,"director,writer,producer"
2018-09-13,mandy,"drama,thriller",618,39,6.2,16.2,4.1,1233694,6000000,20,225723,5.5,250,RLJ Enter…,Adam Vermillion,"director,writer,producer"
2017-10-06,blade runner 2049,"drama,mystery,sci-fi",6679,376241,7.4,48.6,8.0,92054159,185000000,49,32753122,2.8,4058,Warner Bros.,Philip K. Dick,writer
2017-07-07,spider-man homecoming,"action,adventure,sci-fi",11585,426302,7.4,46.8,7.5,334201140,175000000,190,117027503,2.9,4348,Sony Pict…,John Francis Daley,"actor,writer,director"
2017-11-03,thor ragnarok,"action,adventure,comedy",11380,482995,7.5,43.4,7.9,315058289,180000000,175,122744989,2.6,4080,Walt Disney,Jack Kirby,"writer,animation_department,miscellaneous"
2017-05-05,guardians of the galaxy vol 2,"action,adventure,comedy",12535,482917,7.7,40.2,7.7,389813101,200000000,194,146510104,2.7,4347,Walt Disney,Steve Gerber,"miscellaneous,writer"
2017-11-17,justice league,"action,adventure,fantasy",7510,329135,6.2,35.0,6.5,229024295,300000000,76,93842239,2.4,4051,Warner Bros.,Bob Kane,"writer,miscellaneous,art_department"
2017-03-10,kong skull island,"action,adventure,fantasy",6054,237720,6.3,29.4,6.6,168052812,185000000,90,61025472,2.8,3846,Warner Bros.,Merian C. Cooper,"producer,writer,miscellaneous"
2017-04-14,the fate of the furious,"action,crime,thriller",6335,179774,6.9,28.7,6.7,225764765,250000000,90,98786705,2.3,4329,Universal,Chris Morgan,"writer,producer,miscellaneous"
2019-01-11,the upside,"comedy,drama",274,24169,7.3,28.1,6.7,108235497,37500000,288,20355000,5.3,3568,STX Enter…,Olivier Nakache,"writer,director,producer"
2017-05-26,pirates of the caribbean dead men tell no tales,"action,adventure,fantasy",6931,228592,6.6,28.1,6.6,172558876,230000000,75,62983253,2.7,4276,Walt Disney,Stuart Beattie,"writer,director,producer"
2017-11-22,coco,"adventure,animation,comedy",8669,277194,8.2,26.0,8.4,210460015,175000000,120,50802605,4.1,3987,Walt Disney,Matthew Aldrich,"writer,actor,producer"
2017-05-19,alien covenant,"horror,sci-fi,thriller",4971,226920,5.9,24.7,6.4,74262031,97000000,76,36160621,2.1,3772,20th Cent…,Michael Green,"producer,writer,miscellaneous"
2017-07-19,dunkirk,"action,drama,history",9156,466580,7.4,24.4,7.9,190068280,150000000,126,50513488,3.8,4014,Warner Bros.,Christopher Nolan,"writer,producer,director"
2017-09-22,kingsman the golden circle,"action,adventure,comedy",5531,230797,7.0,24.3,6.8,100234838,104000000,96,39023010,2.6,4038,20th Cent…,Matthew Vaughn,"producer,writer,director"
2017-06-21,transformers the last knight,"action,adventure,sci-fi",3255,119007,6.0,24.3,5.2,130168683,217000000,59,44680073,2.9,4132,Paramount…,Akiva Goldsman,"producer,writer,director"
2017-07-21,valerian and the city of a thousand planets,"action,adventure,fantasy",4149,139792,6.6,24.0,6.5,40479370,180000000,22,17007624,2.4,3553,STX Enter…,Luc Besson,"writer,producer,director"
2017-07-14,war for the planet of the apes,"action,adventure,drama",5235,201943,7.0,23.4,7.5,146880162,152000000,96,56262929,2.6,4100,20th Cent…,Mark Bomback,"producer,writer"
2017-06-28,baby driver,"action,crime,drama",8034,363977,7.4,22.9,7.6,107825862,34000000,317,20553320,5.2,3226,Sony Pict…,Edgar Wright,"director,writer,actor"
2017-12-01,the shape of water,"adventure,drama,fantasy",7224,308112,7.2,22.0,7.3,63859435,19500000,327,166564,383.4,2341,Fox Searc…,Guillermo del Toro,"writer,producer,director"
2017-12-20,the greatest showman,"biography,drama,musical",5197,199663,8.0,22.0,7.6,174340174,84000000,207,8805843,19.8,3342,20th Cent…,Jenny Bicks,"producer,writer,miscellaneous"
2017-05-12,king arthur legend of the sword,"action,adventure,drama",3305,169054,6.5,21.8,6.8,39175066,175000000,22,15371270,2.5,3702,Warner Bros.,Guy Ritchie,"director,producer,writer"
2017-07-28,atomic blonde,"action,mystery,thriller",3645,150407,6.3,21.7,6.7,51573925,30000000,171,18286420,2.8,3326,Focus Fea…,Kurt Johnstad,"writer,producer,camera_department"
2017-03-31,ghost in the shell,"action,drama,sci-fi",5128,176499,6.0,21.3,6.4,40563557,110000000,36,18676033,2.2,3440,Paramount…,Ehren Kruger,"writer,producer,executive"
2017-08-11,annabelle creation,"horror,mystery,thriller",3141,90402,6.5,21.2,6.5,102092201,15000000,680,35006404,2.9,3565,Warner Bros.,Gary Dauberman,"writer,producer,director"
2017-10-13,happy death day,"horror,mystery,thriller",3211,87132,6.6,21.2,6.5,55683845,5000000,1113,26039025,2.1,3535,Universal,Scott Lobdell,"writer,producer,miscellaneous"
2017-12-20,jumanji welcome to the jungle,"action,adventure,comedy",7213,242735,6.7,20.4,7.0,404508916,90000000,449,36169328,11.2,3849,Sony Pict…,Scott Rosenberg,"producer,writer,actor"
2017-11-17,wonder,"drama,family",3959,111632,8.2,20.1,8.0,132422809,20000000,662,27547866,4.8,3519,Lionsgate,Stephen Chbosky,"writer,producer,director"
2017-11-17,wonder,"comedy,drama,horror",3959,12,8.2,20.1,4.9,132422809,20000000,662,27547866,4.8,3519,Lionsgate,Dutch Doscher,"director,writer,producer"
2017-12-15,ferdinand,"adventure,animation,comedy",1425,40229,7.1,19.5,6.7,84410380,111000000,76,13401586,6.3,3630,20th Cent…,Robert L. Baird,"writer,producer,miscellaneous"
2017-02-10,the lego batman movie,"action,animation,comedy",2882,116433,7.2,19.4,7.3,175750384,80000000,219,53003468,3.3,4088,Warner Bros.,Bob Kane,"writer,miscellaneous,art_department"
2017-02-17,the great wall,"action,adventure,fantasy",2775,111602,5.8,19.1,6.0,45157105,150000000,30,18469620,2.4,3328,Universal,Edward Zwick,"producer,writer,director"
2017-01-06,underworld blood wars,"action,adventure,fantasy",2318,62942,5.5,19.0,5.8,30353973,35000000,86,13688751,2.2,3070,Sony Pict…,Kevin Grevioux,"actor,writer,producer"
2017-06-09,the mummy,"action,adventure,fantasy",4391,154345,5.5,18.5,5.5,80101125,195000000,41,31668375,2.5,4035,Universal,Christopher McQuarrie,"writer,producer,director"
2017-06-16,cars 3,"adventure,animation,comedy",2596,59408,6.7,18.4,6.8,152901115,175000000,87,53688680,2.8,4256,Walt Disney,Brian Fee,"art_department,animation_department,actor"
2017-06-02,captain underpants the first epic movie,"action,animation,comedy",587,21903,6.0,18.3,6.2,73921000,38000000,194,23851539,3.1,3529,20th Cent…,Nicholas Stoller,"producer,writer,director"
2017-11-10,three billboards outside ebbing missouri,"crime,drama",5432,344047,8.2,17.8,8.2,54513740,12000000,454,322168,169.2,1726,Fox Searc…,Martin McDonagh,"writer,director,producer"
2017-10-27,jigsaw,"crime,horror,mystery",1887,57184,6.1,17.4,5.8,38052832,10000000,380,16640452,2.3,2941,Lionsgate,Josh Stolberg,"miscellaneous,writer,assistant_director"
2017-09-29,american made,"action,biography,comedy",2188,131043,6.7,16.7,7.2,51342000,50000000,102,16776390,3.1,3098,Universal,Gary Spinelli,"writer,producer"
2017-04-12,gifted,drama,2035,82426,7.9,16.7,7.6,24801212,7000000,354,446380,55.6,2215,Fox Searc…,Tom Flynn,"writer,director"
2017-11-01,a bad moms christmas,"adventure,comedy",1044,33056,6.3,16.6,5.5,72110659,28000000,257,16759161,4.3,3615,STX Enter…,Jon Lucas,"writer,producer,director"
2017-06-30,despicable me 3,"adventure,animation,comedy",4106,92580,6.3,16.4,6.3,264624300,75000000,352,72434025,3.7,4535,Universal,Ken Daurio,"writer,director,producer"
2017-11-03,lady bird,"comedy,drama",3866,177677,7.3,16.0,7.4,48958273,10000000,489,364437,134.3,1557,A24,Greta Gerwig,"actress,writer,producer"
2017-11-10,murder on the orient express,"crime,drama,mystery",5406,178603,6.7,15.9,6.5,102826543,55000000,186,28681472,3.6,3354,20th Cent…,Agatha Christie,"writer,camera_department"
2017-03-24,power rangers,"action,adventure,sci-fi",2667,92013,6.2,15.9,6.0,85364450,120000000,71,40300288,2.1,3693,Lionsgate,John Gatins,"actor,writer,producer"
2017-08-18,logan lucky,"comedy,crime,drama",1627,105966,6.7,15.7,7.0,27778642,29000000,95,7600036,3.7,3031,Bleecker …,Rebecca Blunt,writer
2017-04-07,smurfs the lost village,"adventure,animation,comedy",736,15612,6.2,15.7,6.0,45020282,60000000,75,13210449,3.4,3610,Sony Pict…,Peyo,"writer,director,music_department"
2017-12-22,the post,"biography,drama,history",2506,108017,7.0,15.6,7.2,81903458,50000000,163,526011,155.7,2851,20th Cent…,Josh Singer,"producer,writer,miscellaneous"
2017-08-04,the dark tower,"action,adventure,fantasy",2842,107518,5.6,15.5,5.7,50701325,60000000,84,19153698,2.6,3451,Sony Pict…,Stephen King,"writer,producer,actor"
2017-09-15,american assassin,"action,thriller",1596,57793,6.3,15.4,6.2,36249674,63000000,57,14846778,2.4,3154,Lionsgate,Edward Zwick,"producer,writer,director"
2017-12-08,i tonya,"biography,comedy,drama",2904,141668,7.5,15.4,7.5,30014534,11000000,272,264155,113.6,1450,Neon,Steven Rogers,"writer,producer"
2017-11-22,darkest hour,"biography,drama,history",2715,136546,7.3,15.3,7.4,56443120,30000000,188,175006,322.5,1733,Focus Fea…,Anthony McCarten,"writer,producer,director"
2017-12-22,pitch perfect 3,"comedy,music",1884,45127,6.5,14.9,5.8,104897530,45000000,233,19928525,5.3,3468,Universal,Kay Cannon,"producer,writer,miscellaneous"
2017-07-23,the emoji movie,"adventure,animation,comedy",1447,47294,5.4,14.9,3.2,86089513,50000000,172,24531923,3.5,4075,Sony Pict…,John Hoffman,"actor,producer,writer"
2017-10-13,the foreigner,"action,thriller",1086,81288,6.7,14.6,7.0,34393507,35000000,98,13113024,2.6,2515,STX Enter…,Stephen Leather,"writer,producer"
2017-09-22,the lego ninjago movie,"action,adventure,animation",424,18926,6.3,14.6,6.0,59281555,70000000,84,20433071,2.9,4047,Warner Bros.,Paul Fisher,"animation_department,art_department,writer"
2017-03-03,before i fall,"drama,fantasy,mystery",2135,39282,7.0,14.6,6.4,12241072,5000000,244,4690214,2.6,2346,Open Road,Maria Maggenti,"miscellaneous,producer,writer"
2017-10-20,the snowman,"crime,drama,mystery",1225,47890,5.1,14.6,5.1,6670765,35000000,19,3372565,2.0,1815,Universal,Hossein Amini,"writer,producer,director"
2017-11-17,the star,"adventure,animation,comedy",233,5159,5.4,14.5,6.1,40847995,20000000,204,9812674,4.2,2976,Sony Pict…,Carlos Kotkin,"writer,miscellaneous"
2017-02-03,the space between us,"adventure,drama,romance",1455,41031,7.1,14.4,6.4,7885294,30000000,26,3775596,2.1,2812,STX Enter…,Richard Barton Lewis,"producer,writer,miscellaneous"
2017-05-26,baywatch,"action,comedy,crime",4748,137528,6.1,14.4,5.6,58060186,60000000,96,18503871,3.1,3647,Paramount…,Michael Berk,"writer,producer,miscellaneous"
2017-06-16,rough night,"comedy,crime,thriller",1096,39447,5.6,14.3,5.2,22105643,20000000,110,8004283,2.8,3162,Sony Pict…,Lucia Aniello,"producer,director,writer"
2017-10-20,only the brave,"action,biography,drama",603,45482,7.0,14.2,7.7,18340051,38000000,48,6002665,3.1,2577,Sony Pict…,Ken Nolan,"writer,producer,actor"
2017-05-19,everything everything,"drama,romance",2447,26811,7.2,14.0,6.4,34121140,10000000,341,11727390,2.9,2801,Warner Bros.,J. Mills Goodloe,"miscellaneous,writer,actor"
2017-03-24,chips,"action,comedy,crime",657,37029,6.0,13.7,6.0,18600152,25000000,74,7722802,2.4,2464,Warner Bros.,Rick Rosner,"writer,miscellaneous,producer"
2017-10-20,geostorm,"action,sci-fi,thriller",2246,78287,5.8,13.7,5.3,33700160,100000000,33,13707376,2.5,3246,Warner Bros.,Dean Devlin,"producer,actor,director"
2017-02-03,rings,"drama,horror,mystery",1785,34151,4.9,13.5,4.5,27793018,25000000,111,13002632,2.1,2931,Paramount…,Akiva Goldsman,"producer,writer,director"
2017-12-01,the disaster artist,"biography,comedy,drama",1895,111737,7.2,13.3,7.4,21120616,10000000,211,1211345,17.4,1010,A24,Greg Sestero,"actor,producer,writer"
2017-11-17,roman j israel esq,"crime,drama,thriller",499,23632,6.2,12.7,6.4,11962712,22000000,54,61999,193.0,1669,Sony Pict…,Dan Gilroy,"writer,director,producer"
2017-12-22,father figures,"adventure,comedy,drama",277,14373,5.8,12.4,5.5,17501244,25000000,70,3287451,5.3,2902,Warner Bros.,Justin Malen,"writer,location_management"
2017-06-09,it comes at night,"horror,mystery",1141,69039,5.8,12.3,6.2,13985117,5000000,279,5988370,2.3,2533,A24,Trey Edward Shults,"director,writer,editor"
2017-06-23,the big sick,"comedy,drama,romance",1302,104008,7.4,12.3,7.6,42872467,5000000,857,421577,101.7,2597,Lionsgate,Kumail Nanjiani,"actor,writer,producer"
2017-02-10,fifty shades darker,"drama,romance",4489,81706,6.1,12.1,4.6,114434010,55000000,208,46607250,2.5,3714,Universal,Niall Leonard,"writer,director,miscellaneous"
2017-07-07,a ghost story,"drama,fantasy,romance",906,46280,7.0,11.9,6.8,1594798,100000,1594,104030,15.3,329,A24,David Lowery,"editor,producer,director"
2017-10-06,the florida project,drama,1125,72193,7.4,11.6,7.6,5904366,2000000,295,156833,37.6,434,A24,Sean Baker,"writer,producer,director"
2017-04-07,going in style,"comedy,crime",1324,66418,6.6,11.2,6.6,45018541,24000000,187,11932330,3.8,3076,Warner Bros.,Edward Cannon,writer
2018-03-09,thoroughbreds,"comedy,crime,drama",398,25098,6.3,11.2,6.7,3072605,5000000,61,1224430,2.5,564,Focus Fea…,Cory Finley,"writer,director"
2017-04-28,how to be a latin lover,"comedy,drama",197,11747,6.3,11.0,5.9,32149404,10000000,321,12252439,2.6,1203,Lionsgate,Jon Zack,"writer,actor,miscellaneous"
2017-08-04,kidnap,"crime,drama,thriller",805,28898,6.0,11.0,5.9,30718107,21000000,146,10016323,3.1,2418,Aviron Pi…,Knate Lee,"producer,location_management,camera_department"
2017-05-19,diary of a wimpy kid the long haul,"comedy,family",193,5635,5.6,10.8,4.4,20738724,22000000,94,7126084,2.9,3174,20th Cent…,David Bowers,"animation_department,director,writer"
2017-12-22,downsizing,"drama,sci-fi",1887,74815,5.1,10.7,5.7,24449754,68000000,35,4954287,4.9,2668,Paramount…,Alexander Payne,"producer,director,writer"
2017-09-08,home again,"comedy,drama,romance",659,22614,5.9,10.5,5.8,27020284,15000000,180,8567881,3.2,3036,Open Road,Hallie Meyers-Shyer,"actress,writer,director"
2017-02-24,rock dog,"adventure,animation,comedy",123,3991,5.7,10.4,5.9,9420546,60000000,15,3704749,2.5,2077,Lionsgate,Ash Brannon,"animation_department,director,writer"
2017-07-14,wish upon,"drama,fantasy,horror",690,14962,5.4,10.2,5.0,14301505,12000000,119,5467084,2.6,2250,Broad Gre…,Barbara Marshall,"miscellaneous,writer"
2017-01-13,the bye bye man,"drama,fantasy,horror",678,17743,5.1,9.8,4.3,22395806,7400000,302,13501349,1.7,2220,STX Enter…,Jonathan Penner,"actor,producer,writer"
2017-09-29,flatliners,"drama,horror,mystery",1249,33752,5.7,9.8,5.2,16883115,20000000,84,6574326,2.6,2552,Sony Pict…,Peter Filardi,"writer,producer,director"
2017-02-17,fist fight,comedy,708,35136,6.0,9.8,5.6,32187017,25000000,128,12201873,2.6,3185,Warner Bros.,Max Greenfield,"actor,soundtrack,director"
2017-06-30,the house,"comedy,crime",474,33365,5.7,9.6,5.6,25584504,40000000,63,8724795,2.9,3134,Warner Bros.,Andrew Jay Cohen,"writer,producer,director"
